CustomerID,CustomerName,Gender,DateOfBirth,City,Country
69,Customer_69,Male,1992-09-10,Phoenix,USA
70,Customer_70,Female,1990-08-04,Houston,USA
71,Customer_71,Male,1997-08-07,Phoenix,USA
72,Customer_72,Female,1995-12-06,Los Angeles,USA
73,Customer_73,Female,1987-09-26,Phoenix,USA
74,Customer_74,Male,1979-03-17,Phoenix,USA
75,Customer_75,Male,1970-08-15,Chicago,USA
76,Customer_76,Female,1985-06-04,Houston,USA
77,Customer_77,Male,1962-06-19,Houston,USA
78,Customer_78,Female,1999-10-13,Chicago,USA
79,Customer_79,Female,1992-08-07,Phoenix,USA
80,Customer_80,Female,1985-09-13,Chicago,USA
81,Customer_81,Male,1980-03-16,New York,USA
82,Customer_82,Female,1986-02-24,Phoenix,USA
83,Customer_83,Female,1967-08-28,New York,USA
84,Customer_84,Female,1962-12-17,Phoenix,USA
85,Customer_85,Male,1977-07-28,Houston,USA
86,Customer_86,Male,1995-10-05,Houston,USA
87,Customer_87,Female,1961-01-21,Houston,USA
88,Customer_88,Male,2000-07-25,Chicago,USA
89,Customer_89,Male,1992-08-18,New York,USA
90,Customer_90,Female,1984-05-14,Chicago,USA
91,Customer_91,Female,1981-08-08,Los Angeles,USA
92,Customer_92,Female,1966-02-12,New York,USA
93,Customer_93,Male,1966-09-26,Phoenix,USA
94,Customer_94,Male,1965-03-11,Chicago,USA
95,Customer_95,Male,1983-01-01,Houston,USA
96,Customer_96,Female,1996-06-04,Los Angeles,USA
97,Customer_97,Female,1998-06-05,Chicago,USA
98,Customer_98,Female,1980-08-25,New York,USA
99,Customer_99,Female,1967-06-10,New York,USA
100,Customer_100,Female,1990-07-25,Phoenix,USA
101,Customer_101,Female,1997-08-08,Chicago,USA
102,Customer_102,Female,1998-05-09,Chicago,USA
103,Customer_103,Female,1999-12-19,Los Angeles,USA
104,Customer_104,Male,1965-04-20,Los Angeles,USA
105,Customer_105,Female,1990-09-03,Los Angeles,USA
106,Customer_106,Male,1974-08-05,New York,USA
107,Customer_107,Male,1990-05-07,Houston,USA
108,Customer_108,Male,1960-12-20,Chicago,USA
109,Customer_109,Female,1967-07-01,New York,USA
110,Customer_110,Male,1971-03-08,Houston,USA
111,Customer_111,Male,1982-02-19,Phoenix,USA
112,Customer_112,Female,1961-05-11,Phoenix,USA
113,Customer_113,Female,1976-04-14,Chicago,USA
114,Customer_114,Female,1988-06-13,Phoenix,USA
115,Customer_115,Male,1986-09-14,Houston,USA
116,Customer_116,Female,1972-04-28,Houston,USA
117,Customer_117,Female,1966-09-16,Los Angeles,USA
118,Customer_118,Female,1967-09-04,Phoenix,USA
119,Customer_119,Male,1980-11-01,Chicago,USA
120,Customer_120,Female,1986-07-17,Chicago,USA
121,Customer_121,Female,1960-08-18,Houston,USA
122,Customer_122,Male,1967-03-18,Phoenix,USA
123,Customer_123,Female,1974-11-04,Chicago,USA
124,Customer_124,Male,1984-05-08,Phoenix,USA
125,Customer_125,Male,1984-05-17,Chicago,USA
126,Customer_126,Female,1968-07-01,Phoenix,USA
127,Customer_127,Female,1974-09-09,Houston,USA
128,Customer_128,Female,1986-05-04,Houston,USA
129,Customer_129,Male,1995-11-12,Phoenix,USA
130,Customer_130,Female,1964-01-02,New York,USA
131,Customer_131,Male,1978-07-28,New York,USA
132,Customer_132,Male,1995-08-15,Houston,USA
133,Customer_133,Male,1970-06-09,New York,USA
134,Customer_134,Female,1977-03-03,Los Angeles,USA
135,Customer_135,Male,1964-08-23,Los Angeles,USA
136,Customer_136,Male,1985-12-11,Houston,USA
137,Customer_137,Female,1967-10-08,Phoenix,USA
138,Customer_138,Male,1960-11-20,Chicago,USA
139,Customer_139,Male,1974-12-03,Chicago,USA
140,Customer_140,Male,1962-08-23,Los Angeles,USA
141,Customer_141,Female,1966-11-02,Phoenix,USA
142,Customer_142,Female,1972-02-13,Phoenix,USA
143,Customer_143,Female,1962-09-19,New York,USA
144,Customer_144,Male,1991-07-09,Los Angeles,USA
145,Customer_145,Female,1977-01-12,Los Angeles,USA
146,Customer_146,Female,1986-06-13,Houston,USA
147,Customer_147,Male,1993-12-14,Los Angeles,USA
148,Customer_148,Female,1977-07-20,New York,USA
149,Customer_149,Male,1977-10-01,Houston,USA
150,Customer_150,Male,1980-07-04,Houston,USA
151,Customer_151,Male,1989-01-08,Chicago,USA
152,Customer_152,Female,1996-05-27,Los Angeles,USA
153,Customer_153,Male,1989-04-20,Los Angeles,USA
154,Customer_154,Female,1973-12-05,New York,USA
155,Customer_155,Male,1993-11-16,Phoenix,USA
156,Customer_156,Male,1964-11-22,Phoenix,USA
157,Customer_157,Female,1973-11-25,Los Angeles,USA
158,Customer_158,Female,1981-10-04,Chicago,USA
159,Customer_159,Male,1994-02-21,New York,USA
160,Customer_160,Male,1961-08-16,Phoenix,USA
161,Customer_161,Female,1979-04-25,New York,USA
162,Customer_162,Male,1996-07-28,Chicago,USA
163,Customer_163,Female,2000-11-28,Houston,USA
164,Customer_164,Female,1974-12-25,New York,USA
165,Customer_165,Female,1989-11-01,Chicago,USA
166,Customer_166,Male,1972-07-23,Chicago,USA
167,Customer_167,Male,1982-03-18,New York,USA
168,Customer_168,Male,1977-02-18,Phoenix,USA
169,Customer_169,Male,1981-11-17,New York,USA
170,Customer_170,Female,1977-10-03,Phoenix,USA
171,Customer_171,Male,1966-12-07,Chicago,USA
172,Customer_172,Female,1991-02-11,Houston,USA
173,Customer_173,Male,1978-03-28,New York,USA
174,Customer_174,Male,1969-08-15,Chicago,USA
175,Customer_175,Female,1987-08-01,Los Angeles,USA
176,Customer_176,Male,1984-03-12,Chicago,USA
177,Customer_177,Male,1986-04-06,New York,USA
178,Customer_178,Male,1998-03-17,Chicago,USA
179,Customer_179,Female,1961-09-10,Phoenix,USA
180,Customer_180,Female,1976-04-22,New York,USA
181,Customer_181,Female,1965-03-20,New York,USA
182,Customer_182,Female,1984-09-12,New York,USA
183,Customer_183,Female,1986-05-11,Houston,USA
184,Customer_184,Female,1996-04-06,Chicago,USA
185,Customer_185,Female,1960-07-03,Houston,USA
186,Customer_186,Female,1988-08-26,Chicago,USA
187,Customer_187,Male,1990-11-25,Chicago,USA
188,Customer_188,Female,1968-11-22,Chicago,USA
189,Customer_189,Female,1977-11-12,Phoenix,USA
190,Customer_190,Female,1996-09-05,Phoenix,USA
191,Customer_191,Female,1961-02-21,Los Angeles,USA
192,Customer_192,Female,1961-09-21,Phoenix,USA
193,Customer_193,Female,1963-05-28,Houston,USA
194,Customer_194,Male,1995-03-11,Houston,USA
195,Customer_195,Male,1989-03-17,Phoenix,USA
196,Customer_196,Female,1998-01-06,Houston,USA
197,Customer_197,Female,1988-10-24,Phoenix,USA
198,Customer_198,Female,1984-02-21,Los Angeles,USA
199,Customer_199,Female,1968-02-22,Los Angeles,USA
200,Customer_200,Female,1983-04-10,New York,USA
201,Customer_201,Female,1992-08-22,Los Angeles,USA
202,Customer_202,Female,1963-02-26,Los Angeles,USA
203,Customer_203,Female,1999-07-12,Los Angeles,USA
204,Customer_204,Male,1964-10-15,Houston,USA
205,Customer_205,Male,1980-09-24,Los Angeles,USA
206,Customer_206,Male,1974-10-01,Chicago,USA
207,Customer_207,Female,1969-11-07,Phoenix,USA
208,Customer_208,Female,1995-02-01,New York,USA
209,Customer_209,Female,1990-09-06,Los Angeles,USA
210,Customer_210,Female,1987-03-15,Phoenix,USA
211,Customer_211,Male,2000-03-04,Phoenix,USA
212,Customer_212,Female,1967-01-18,New York,USA
213,Customer_213,Male,1985-08-04,Los Angeles,USA
214,Customer_214,Male,1983-03-18,New York,USA
215,Customer_215,Male,1964-05-08,Phoenix,USA
216,Customer_216,Female,1981-04-21,New York,USA
217,Customer_217,Female,1997-06-23,Phoenix,USA
218,Customer_218,Female,1971-01-20,Los Angeles,USA
219,Customer_219,Male,1997-03-03,Chicago,USA
220,Customer_220,Female,1998-02-05,Chicago,USA
221,Customer_221,Male,1980-05-05,New York,USA
222,Customer_222,Male,1974-03-06,Houston,USA
223,Customer_223,Male,1977-03-08,Houston,USA
224,Customer_224,Male,1983-03-28,Phoenix,USA
225,Customer_225,Female,1968-11-14,Chicago,USA
226,Customer_226,Female,1963-12-12,Phoenix,USA
227,Customer_227,Male,1970-03-11,Phoenix,USA
228,Customer_228,Male,1989-01-06,Chicago,USA
229,Customer_229,Female,1968-11-15,Chicago,USA
230,Customer_230,Male,1992-10-04,Phoenix,USA
231,Customer_231,Male,1972-01-15,Chicago,USA
232,Customer_232,Female,1989-05-12,Phoenix,USA
233,Customer_233,Female,1963-10-28,Houston,USA
234,Customer_234,Female,1989-07-16,Los Angeles,USA
235,Customer_235,Male,1980-02-15,Chicago,USA
236,Customer_236,Female,1964-10-10,Los Angeles,USA
237,Customer_237,Male,1999-07-14,Houston,USA
238,Customer_238,Female,1964-11-12,Phoenix,USA
239,Customer_239,Male,1962-01-08,Chicago,USA
240,Customer_240,Male,1977-08-05,Houston,USA
241,Customer_241,Female,1970-10-18,Los Angeles,USA
242,Customer_242,Female,1960-02-04,Chicago,USA
243,Customer_243,Male,1972-02-24,Chicago,USA
244,Customer_244,Male,1968-06-11,Houston,USA
245,Customer_245,Male,1988-02-04,Los Angeles,USA
246,Customer_246,Female,1968-09-01,Chicago,USA
247,Customer_247,Female,1978-03-19,Houston,USA
248,Customer_248,Male,1978-10-28,Phoenix,USA
249,Customer_249,Male,1991-02-11,New York,USA
250,Customer_250,Female,1977-12-16,Houston,USA
251,Customer_251,Female,1985-10-18,Phoenix,USA
252,Customer_252,Male,1975-08-23,Chicago,USA
253,Customer_253,Female,1996-08-01,Chicago,USA
254,Customer_254,Male,1999-05-13,Chicago,USA
255,Customer_255,Female,1991-04-14,Houston,USA
256,Customer_256,Female,1989-03-27,New York,USA
257,Customer_257,Female,1984-11-27,Phoenix,USA
258,Customer_258,Male,1983-08-27,Chicago,USA
259,Customer_259,Male,1985-02-25,Los Angeles,USA
260,Customer_260,Male,1972-05-16,Chicago,USA
261,Customer_261,Male,1962-05-13,Houston,USA
262,Customer_262,Female,1971-04-22,Los Angeles,USA
263,Customer_263,Male,1969-09-05,Chicago,USA
264,Customer_264,Male,1995-05-14,Los Angeles,USA
265,Customer_265,Male,1991-02-22,New York,USA
266,Customer_266,Male,1993-03-22,New York,USA
267,Customer_267,Male,1979-11-01,Houston,USA
268,Customer_268,Female,1971-11-25,New York,USA
269,Customer_269,Female,1978-02-06,Chicago,USA
270,Customer_270,Male,1984-07-19,Houston,USA
271,Customer_271,Male,1991-07-01,Houston,USA
272,Customer_272,Male,1968-06-25,Phoenix,USA
273,Customer_273,Male,1999-08-28,Houston,USA
274,Customer_274,Female,1967-07-07,Los Angeles,USA
275,Customer_275,Male,1990-08-01,New York,USA
276,Customer_276,Female,1990-02-06,Houston,USA
277,Customer_277,Male,1963-07-19,Phoenix,USA
278,Customer_278,Female,1982-05-07,Los Angeles,USA
279,Customer_279,Female,1976-05-24,New York,USA
280,Customer_280,Male,1977-01-01,Los Angeles,USA
281,Customer_281,Male,1987-02-01,Phoenix,USA
282,Customer_282,Female,1981-06-14,Chicago,USA
283,Customer_283,Male,1987-01-25,Chicago,USA
284,Customer_284,Male,1980-05-14,Los Angeles,USA
285,Customer_285,Female,1997-04-03,Chicago,USA
286,Customer_286,Female,1994-08-27,Houston,USA
287,Customer_287,Female,1978-12-14,Houston,USA
288,Customer_288,Female,2000-02-18,Houston,USA
289,Customer_289,Female,1999-03-13,Houston,USA
290,Customer_290,Male,1970-04-03,New York,USA
291,Customer_291,Female,1966-07-24,Los Angeles,USA
292,Customer_292,Male,1987-04-10,Phoenix,USA
293,Customer_293,Female,1989-06-27,Chicago,USA
294,Customer_294,Female,1980-01-11,Phoenix,USA
295,Customer_295,Male,1977-09-28,Los Angeles,USA
296,Customer_296,Male,1987-08-20,Los Angeles,USA
297,Customer_297,Male,1990-04-08,Houston,USA
298,Customer_298,Male,1971-04-16,New York,USA
299,Customer_299,Male,1974-07-21,Phoenix,USA
300,Customer_300,Male,1990-12-28,Houston,USA
301,Customer_301,Male,1988-10-03,Phoenix,USA
302,Customer_302,Male,1969-06-27,Houston,USA
303,Customer_303,Female,1967-07-03,Houston,USA
304,Customer_304,Female,1997-02-08,Houston,USA
305,Customer_305,Male,2000-11-22,Chicago,USA
306,Customer_306,Male,1960-12-10,New York,USA
307,Customer_307,Female,1969-06-17,Chicago,USA
308,Customer_308,Female,1972-09-10,Houston,USA
309,Customer_309,Female,1979-05-19,Houston,USA
310,Customer_310,Female,1979-05-28,Houston,USA
311,Customer_311,Male,1969-08-10,New York,USA
312,Customer_312,Female,1992-06-28,Chicago,USA
313,Customer_313,Female,2000-09-13,Chicago,USA
314,Customer_314,Male,1971-11-16,Phoenix,USA
315,Customer_315,Male,1997-06-13,Phoenix,USA
316,Customer_316,Female,1986-06-12,New York,USA
317,Customer_317,Female,2000-05-03,Houston,USA
318,Customer_318,Male,1976-02-20,New York,USA
319,Customer_319,Male,1986-08-24,New York,USA
320,Customer_320,Female,1967-06-06,Houston,USA
321,Customer_321,Male,1983-12-12,Phoenix,USA
322,Customer_322,Female,1992-01-26,Los Angeles,USA
323,Customer_323,Male,1994-04-12,Phoenix,USA
324,Customer_324,Female,1961-02-23,Los Angeles,USA
325,Customer_325,Male,1967-08-28,Los Angeles,USA
326,Customer_326,Male,1970-05-24,Los Angeles,USA
327,Customer_327,Female,1999-05-01,Los Angeles,USA
328,Customer_328,Male,1986-06-17,Phoenix,USA
329,Customer_329,Female,1962-03-15,Los Angeles,USA
330,Customer_330,Female,1999-09-28,Los Angeles,USA
331,Customer_331,Female,1990-09-18,Chicago,USA
332,Customer_332,Male,1965-06-01,Chicago,USA
333,Customer_333,Female,1985-08-01,Chicago,USA
334,Customer_334,Female,1968-10-21,Chicago,USA
335,Customer_335,Male,1983-03-07,New York,USA
336,Customer_336,Female,1965-03-02,Los Angeles,USA
337,Customer_337,Male,1985-03-10,Los Angeles,USA
338,Customer_338,Male,1999-04-02,Phoenix,USA
339,Customer_339,Male,1982-05-01,New York,USA
340,Customer_340,Female,1991-08-10,Phoenix,USA
341,Customer_341,Female,1976-05-27,Chicago,USA
342,Customer_342,Male,1977-07-27,Chicago,USA
343,Customer_343,Male,1987-05-07,New York,USA
344,Customer_344,Female,1986-12-25,Houston,USA
345,Customer_345,Female,1973-05-19,Chicago,USA
346,Customer_346,Female,1964-08-16,Chicago,USA
347,Customer_347,Male,1994-06-01,New York,USA
348,Customer_348,Male,1999-06-18,New York,USA
349,Customer_349,Female,1967-05-17,Los Angeles,USA
350,Customer_350,Male,1992-07-25,Phoenix,USA
351,Customer_351,Male,1962-12-10,New York,USA
352,Customer_352,Female,1976-01-19,New York,USA
353,Customer_353,Male,1986-02-03,Houston,USA
354,Customer_354,Female,2000-12-02,New York,USA
355,Customer_355,Male,1971-05-13,Phoenix,USA
356,Customer_356,Male,1986-04-06,Los Angeles,USA
357,Customer_357,Male,1973-07-04,Houston,USA
358,Customer_358,Male,1989-11-09,Phoenix,USA
359,Customer_359,Male,1988-08-03,Los Angeles,USA
360,Customer_360,Male,1977-04-11,Los Angeles,USA
361,Customer_361,Female,1985-03-04,Houston,USA
362,Customer_362,Male,1968-05-25,Houston,USA
363,Customer_363,Female,1980-05-23,New York,USA
364,Customer_364,Female,1968-09-13,Houston,USA
365,Customer_365,Female,1984-08-02,Chicago,USA
366,Customer_366,Female,1975-09-06,New York,USA
367,Customer_367,Male,1981-10-15,Phoenix,USA
368,Customer_368,Female,1975-04-26,Los Angeles,USA
369,Customer_369,Male,1989-02-23,New York,USA
370,Customer_370,Female,1991-08-05,Phoenix,USA
371,Customer_371,Male,1981-02-09,Chicago,USA
372,Customer_372,Female,1995-03-11,Phoenix,USA
373,Customer_373,Female,1964-02-23,New York,USA
374,Customer_374,Female,1999-02-25,Phoenix,USA
375,Customer_375,Female,1994-04-14,Phoenix,USA
376,Customer_376,Female,1996-01-12,Houston,USA
377,Customer_377,Male,1994-03-14,Houston,USA
378,Customer_378,Female,1989-12-17,Phoenix,USA
379,Customer_379,Female,1967-08-19,Phoenix,USA
380,Customer_380,Male,1975-10-04,Chicago,USA
381,Customer_381,Male,1994-07-26,Houston,USA
382,Customer_382,Female,1992-01-03,New York,USA
383,Customer_383,Male,2000-07-05,Los Angeles,USA
384,Customer_384,Male,1994-08-08,Los Angeles,USA
385,Customer_385,Male,1988-10-26,New York,USA
386,Customer_386,Female,1982-03-21,Chicago,USA
387,Customer_387,Female,2000-02-26,Houston,USA
388,Customer_388,Male,1990-05-23,Los Angeles,USA
389,Customer_389,Female,1990-04-19,Houston,USA
390,Customer_390,Male,1993-04-06,Chicago,USA
391,Customer_391,Male,1998-08-16,Phoenix,USA
392,Customer_392,Male,1977-02-20,Chicago,USA
393,Customer_393,Female,1997-12-18,Phoenix,USA
394,Customer_394,Female,1984-02-24,New York,USA
395,Customer_395,Male,1968-02-10,Phoenix,USA
396,Customer_396,Male,1970-06-21,Los Angeles,USA
397,Customer_397,Female,1974-07-11,Phoenix,USA
398,Customer_398,Female,1994-07-04,Chicago,USA
399,Customer_399,Male,1990-09-14,Phoenix,USA
400,Customer_400,Male,1995-03-18,Los Angeles,USA
401,Customer_401,Male,1988-08-16,Los Angeles,USA
402,Customer_402,Male,1992-06-12,Los Angeles,USA
403,Customer_403,Male,1992-07-02,Chicago,USA
404,Customer_404,Female,1976-10-05,Los Angeles,USA
405,Customer_405,Female,1983-10-25,New York,USA
406,Customer_406,Male,1999-03-02,Los Angeles,USA
407,Customer_407,Male,1982-12-28,Los Angeles,USA
408,Customer_408,Female,1978-08-03,Houston,USA
409,Customer_409,Male,1972-05-05,New York,USA
410,Customer_410,Male,1982-06-07,Houston,USA
411,Customer_411,Male,1964-12-05,Chicago,USA
412,Customer_412,Female,1964-03-01,Chicago,USA
413,Customer_413,Female,1997-10-26,New York,USA
414,Customer_414,Female,1965-09-27,Houston,USA
415,Customer_415,Female,1992-08-07,Los Angeles,USA
416,Customer_416,Male,1964-11-05,New York,USA
417,Customer_417,Male,1970-06-09,New York,USA
418,Customer_418,Female,1985-06-27,Chicago,USA
419,Customer_419,Male,1980-04-28,Chicago,USA
420,Customer_420,Male,1997-08-20,Phoenix,USA
421,Customer_421,Male,1962-10-28,New York,USA
422,Customer_422,Male,1981-11-28,Chicago,USA
423,Customer_423,Female,1963-12-27,Houston,USA
424,Customer_424,Male,1971-05-05,New York,USA
425,Customer_425,Male,1986-08-28,Chicago,USA
426,Customer_426,Female,1962-11-16,Chicago,USA
427,Customer_427,Male,1960-05-23,New York,USA
428,Customer_428,Female,2000-09-10,Houston,USA
429,Customer_429,Male,1969-10-11,Los Angeles,USA
430,Customer_430,Female,1974-02-16,Phoenix,USA
431,Customer_431,Male,1997-06-22,Phoenix,USA
432,Customer_432,Male,1987-02-26,Los Angeles,USA
433,Customer_433,Female,1970-07-13,Los Angeles,USA
434,Customer_434,Male,1970-02-19,Houston,USA
435,Customer_435,Female,1991-04-11,Chicago,USA
436,Customer_436,Female,1972-04-08,Phoenix,USA
437,Customer_437,Male,1987-08-24,Houston,USA
438,Customer_438,Male,1966-05-20,Phoenix,USA
439,Customer_439,Female,1997-02-16,Houston,USA
440,Customer_440,Male,1977-06-19,Houston,USA
441,Customer_441,Female,1993-06-21,New York,USA
442,Customer_442,Male,1967-09-11,Los Angeles,USA
443,Customer_443,Female,1978-05-04,Los Angeles,USA
444,Customer_444,Female,1963-01-20,Chicago,USA
445,Customer_445,Male,1977-03-16,New York,USA
446,Customer_446,Female,1969-08-04,Chicago,USA
447,Customer_447,Male,1962-07-18,New York,USA
448,Customer_448,Male,1973-05-14,Houston,USA
449,Customer_449,Female,1971-08-16,New York,USA
450,Customer_450,Male,1970-11-11,New York,USA
451,Customer_451,Male,1983-10-23,Houston,USA
452,Customer_452,Male,1968-07-23,Los Angeles,USA
453,Customer_453,Female,1965-03-08,Los Angeles,USA
454,Customer_454,Female,1993-11-17,Chicago,USA
455,Customer_455,Male,1983-03-08,Chicago,USA
456,Customer_456,Female,1983-08-21,Phoenix,USA
457,Customer_457,Male,1987-06-16,Houston,USA
458,Customer_458,Male,1974-02-06,Los Angeles,USA
459,Customer_459,Male,1964-12-07,Chicago,USA
460,Customer_460,Male,1961-04-16,Phoenix,USA
461,Customer_461,Female,1988-06-24,New York,USA
462,Customer_462,Female,1975-05-11,Chicago,USA
463,Customer_463,Female,1982-02-20,Los Angeles,USA
464,Customer_464,Female,1980-05-24,New York,USA
465,Customer_465,Male,1969-10-06,Los Angeles,USA
466,Customer_466,Male,1997-11-19,Phoenix,USA
467,Customer_467,Female,1962-08-24,Phoenix,USA
468,Customer_468,Female,1962-08-24,Chicago,USA
469,Customer_469,Female,1975-12-20,Phoenix,USA
470,Customer_470,Male,1961-02-20,Chicago,USA
471,Customer_471,Female,1991-09-22,Houston,USA
472,Customer_472,Female,1974-07-06,New York,USA
473,Customer_473,Female,1981-10-15,New York,USA
474,Customer_474,Female,1980-06-08,Chicago,USA
475,Customer_475,Female,1979-02-20,New York,USA
476,Customer_476,Male,1998-11-24,New York,USA
477,Customer_477,Female,1977-06-05,Los Angeles,USA
478,Customer_478,Female,1984-02-20,Chicago,USA
479,Customer_479,Female,1965-02-03,Phoenix,USA
480,Customer_480,Female,1964-03-15,Phoenix,USA
481,Customer_481,Male,1960-02-16,Chicago,USA
482,Customer_482,Female,1970-01-14,Phoenix,USA
483,Customer_483,Male,1979-10-08,New York,USA
484,Customer_484,Female,1995-11-18,New York,USA
485,Customer_485,Female,1972-08-19,Chicago,USA
486,Customer_486,Male,1968-11-09,Chicago,USA
487,Customer_487,Female,1995-07-09,Chicago,USA
488,Customer_488,Female,1960-11-03,Chicago,USA
489,Customer_489,Female,1988-02-24,New York,USA
490,Customer_490,Male,1999-05-22,Houston,USA
491,Customer_491,Male,1990-06-22,New York,USA
492,Customer_492,Female,1977-03-26,New York,USA
493,Customer_493,Female,1983-02-15,Houston,USA
494,Customer_494,Female,1962-07-10,Los Angeles,USA
495,Customer_495,Female,1978-09-27,Chicago,USA
496,Customer_496,Female,1987-01-20,New York,USA
497,Customer_497,Female,1986-11-22,New York,USA
498,Customer_498,Male,1979-02-13,New York,USA
499,Customer_499,Male,1996-10-10,New York,USA
500,Customer_500,Male,1987-08-06,Phoenix,USA
501,Customer_501,Female,1978-06-10,Phoenix,USA
502,Customer_502,Female,1978-04-01,Houston,USA
503,Customer_503,Male,1997-01-03,New York,USA
504,Customer_504,Male,1963-11-10,Houston,USA
505,Customer_505,Male,1965-01-04,New York,USA
506,Customer_506,Female,1978-08-26,Phoenix,USA
507,Customer_507,Female,1986-06-24,Houston,USA
508,Customer_508,Male,1971-10-27,Chicago,USA
509,Customer_509,Male,1980-05-28,New York,USA
510,Customer_510,Female,1967-07-12,Houston,USA
511,Customer_511,Female,1966-11-16,New York,USA
512,Customer_512,Male,1968-11-27,Houston,USA
513,Customer_513,Male,1961-06-07,New York,USA
514,Customer_514,Female,1969-10-10,Chicago,USA
515,Customer_515,Male,1980-12-26,New York,USA
516,Customer_516,Male,2000-01-12,Los Angeles,USA
517,Customer_517,Male,1985-01-26,New York,USA
518,Customer_518,Female,1988-06-03,Los Angeles,USA
519,Customer_519,Female,1989-04-13,Houston,USA
520,Customer_520,Female,1972-11-04,Houston,USA
521,Customer_521,Female,1978-11-05,Chicago,USA
522,Customer_522,Male,1997-11-15,Houston,USA
523,Customer_523,Female,1994-01-22,New York,USA
524,Customer_524,Female,1987-10-18,Chicago,USA
525,Customer_525,Male,1983-12-08,Los Angeles,USA
526,Customer_526,Male,1982-05-28,Phoenix,USA
527,Customer_527,Male,1967-07-21,Los Angeles,USA
528,Customer_528,Male,1973-01-08,New York,USA
529,Customer_529,Female,1983-01-14,Houston,USA
530,Customer_530,Male,1976-10-28,Chicago,USA
531,Customer_531,Male,1973-12-11,Los Angeles,USA
532,Customer_532,Female,1993-10-08,Los Angeles,USA
533,Customer_533,Female,1967-01-06,Chicago,USA
534,Customer_534,Male,1995-05-20,Chicago,USA
535,Customer_535,Female,1984-03-24,New York,USA
536,Customer_536,Male,1990-07-02,New York,USA
